txn_id,value_date,txn_type,narration,withdrawal_amt,deposit_amt,closing_balance
1234,06/07/26,UPI_DIRECT_CREDIT,UPI-56048904040-CUSTOMER@OKBANK,,572.19,1436980.69
1235,06/07/26,UPI_DIRECT_CREDIT,UPI-32143047094-CUSTOMER@OKBANK,,235.06,1437215.75
1236,06/07/26,UPI_DIRECT_CREDIT,UPI-68677579897-CUSTOMER@OKBANK,,329.86,1437545.61
1237,06/07/26,UPI_DIRECT_CREDIT,UPI-57733482726-CUSTOMER@OKBANK,,1364.38,1438909.99
1238,06/07/26,UPI_DIRECT_CREDIT,UPI-15619618497-CUSTOMER@OKBANK,,469.95,1439379.94
1239,06/07/26,UPI_DIRECT_CREDIT,UPI-49752153596-CUSTOMER@OKBANK,,73.17,1439453.11
1240,06/07/26,UPI_DIRECT_CREDIT,UPI-62094455932-CUSTOMER@OKBANK,,104.48,1439557.59
1241,06/07/26,UPI_DIRECT_CREDIT,UPI-60707243702-CUSTOMER@OKBANK,,1849.83,1441407.42
1242,06/07/26,UPI_DIRECT_CREDIT,UPI-88653996486-CUSTOMER@OKBANK,,29.97,1441437.39
1243,06/07/26,UPI_DIRECT_CREDIT,UPI-62034273432-CUSTOMER@OKBANK,,542.65,1441980.04
1244,06/07/26,UPI_DIRECT_CREDIT,UPI-20144080073-CUSTOMER@OKBANK,,2262.25,1444242.29
1245,06/07/26,UPI_DIRECT_CREDIT,UPI-20840336593-CUSTOMER@OKBANK,,363.52,1444605.81
1246,06/07/26,UPI_DIRECT_CREDIT,UPI-34821122251-CUSTOMER@OKBANK,,486.16,1445091.97
1247,06/07/26,UPI_DIRECT_CREDIT,UPI-58745195609-CUSTOMER@OKBANK,,31.23,1445123.2
1248,06/07/26,UPI_DIRECT_CREDIT,UPI-27621411274-CUSTOMER@OKBANK,,220.67,1445343.87
1249,06/07/26,UPI_DIRECT_CREDIT,UPI-31798476335-CUSTOMER@OKBANK,,1159.88,1446503.75
1250,06/07/26,UPI_DIRECT_CREDIT,UPI-90573058822-CUSTOMER@OKBANK,,1688.72,1448192.47
1251,06/07/26,UPI_DIRECT_CREDIT,UPI-95841501075-CUSTOMER@OKBANK,,1859.64,1450052.11
1252,06/07/26,UPI_DIRECT_CREDIT,UPI-74717796699-CUSTOMER@OKBANK,,882.58,1450934.69
1253,06/07/26,UPI_DIRECT_CREDIT,UPI-80231057059-CUSTOMER@OKBANK,,137.68,1451072.37
1254,06/07/26,UPI_DIRECT_CREDIT,UPI-52226815498-CUSTOMER@OKBANK,,577.05,1451649.42
1255,06/07/26,UPI_DIRECT_CREDIT,UPI-81271030124-CUSTOMER@OKBANK,,2354.0,1454003.42
1256,06/07/26,UPI_DIRECT_CREDIT,UPI-18142728726-CUSTOMER@OKBANK,,2522.19,1456525.61
1257,06/07/26,UPI_DIRECT_CREDIT,UPI-77022989713-CUSTOMER@OKBANK,,785.89,1457311.5
1258,06/07/26,UPI_DIRECT_CREDIT,UPI-79081667586-CUSTOMER@OKBANK,,874.63,1458186.13
1259,06/07/26,UPI_DIRECT_CREDIT,UPI-80970334045-CUSTOMER@OKBANK,,323.49,1458509.62
1260,06/07/26,UPI_DIRECT_CREDIT,UPI-16862867547-CUSTOMER@OKBANK,,518.34,1459027.96
1261,06/07/26,UPI_DIRECT_CREDIT,UPI-50314986283-CUSTOMER@OKBANK,,238.67,1459266.63
1262,06/07/26,UPI_DIRECT_CREDIT,UPI-30930576791-CUSTOMER@OKBANK,,2539.5,1461806.13
1263,06/07/26,UPI_DIRECT_CREDIT,UPI-64383456408-CUSTOMER@OKBANK,,649.64,1462455.77
1264,06/07/26,UPI_DIRECT_CREDIT,UPI-97517171228-CUSTOMER@OKBANK,,1044.02,1463499.79
1265,06/07/26,UPI_DIRECT_CREDIT,UPI-82638410999-CUSTOMER@OKBANK,,2039.2,1465538.99
1266,06/07/26,UPI_DIRECT_CREDIT,UPI-50212050793-CUSTOMER@OKBANK,,36.19,1465575.18
1267,06/07/26,NEFT_VENDOR_DEBIT,NEFT DR-VENDOR449-NETBANK,19038.04,,1446537.14
1268,06/07/26,NEFT_VENDOR_DEBIT,NEFT DR-VENDOR597-NETBANK,18969.06,,1427568.08
1269,06/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER179-NETBANK,12000.0,,1415568.08
1270,06/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER964-NETBANK,15000.0,,1400568.08
1271,06/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER619-NETBANK,10000.0,,1390568.08
1272,06/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER955-NETBANK,25000.0,,1365568.08
1273,06/07/26,MDR_RECOVERY_CHARGE,MDR RCVRY-06/07/26,172.28,,1365395.8
1274,07/07/26,CARD_TERMINAL_SETTLEMENT,TERMINAL 1 CARDS SETTL. 07/07/26,,24702.52,1390098.32
1275,07/07/26,RAZORPAY_PAYOUT_BATCH,RAZORPAY PAYOUT UPI-BATCH 07/07/26,,55765.95,1445864.27
1276,07/07/26,UPI_DIRECT_CREDIT,UPI-66022232412-CUSTOMER@OKBANK,,785.43,1446649.7
1277,07/07/26,UPI_DIRECT_CREDIT,UPI-41992901998-CUSTOMER@OKBANK,,2548.3,1449198.0
1278,07/07/26,UPI_DIRECT_CREDIT,UPI-58077933398-CUSTOMER@OKBANK,,485.68,1449683.68
1279,07/07/26,UPI_DIRECT_CREDIT,UPI-64881624836-CUSTOMER@OKBANK,,642.25,1450325.93
1280,07/07/26,UPI_DIRECT_CREDIT,UPI-95045760792-CUSTOMER@OKBANK,,155.35,1450481.28
1281,07/07/26,UPI_DIRECT_CREDIT,UPI-82352556397-CUSTOMER@OKBANK,,450.0,1450931.28
1282,07/07/26,UPI_DIRECT_CREDIT,UPI-29384702407-CUSTOMER@OKBANK,,471.04,1451402.32
1283,07/07/26,UPI_DIRECT_CREDIT,UPI-61044096197-CUSTOMER@OKBANK,,355.03,1451757.35
1284,07/07/26,UPI_DIRECT_CREDIT,UPI-62552266663-CUSTOMER@OKBANK,,548.94,1452306.29
1285,07/07/26,UPI_DIRECT_CREDIT,UPI-55741232845-CUSTOMER@OKBANK,,298.41,1452604.7
1286,07/07/26,UPI_DIRECT_CREDIT,UPI-77454764236-CUSTOMER@OKBANK,,382.56,1452987.26
1287,07/07/26,UPI_DIRECT_CREDIT,UPI-83656625913-CUSTOMER@OKBANK,,303.15,1453290.41
1288,07/07/26,UPI_DIRECT_CREDIT,UPI-49675362687-CUSTOMER@OKBANK,,665.33,1453955.74
1289,07/07/26,UPI_DIRECT_CREDIT,UPI-20553222645-CUSTOMER@OKBANK,,1986.22,1455941.96
1290,07/07/26,UPI_DIRECT_CREDIT,UPI-81433702538-CUSTOMER@OKBANK,,41.26,1455983.22
1291,07/07/26,UPI_DIRECT_CREDIT,UPI-59885227314-CUSTOMER@OKBANK,,176.34,1456159.56
1292,07/07/26,UPI_DIRECT_CREDIT,UPI-20138715936-CUSTOMER@OKBANK,,79.0,1456238.56
1293,07/07/26,UPI_DIRECT_CREDIT,UPI-12380064537-CUSTOMER@OKBANK,,2236.9,1458475.46
1294,07/07/26,UPI_DIRECT_CREDIT,UPI-57314400120-CUSTOMER@OKBANK,,582.08,1459057.54
1295,07/07/26,UPI_DIRECT_CREDIT,UPI-56199584202-CUSTOMER@OKBANK,,2146.0,1461203.54
1296,07/07/26,UPI_DIRECT_CREDIT,UPI-77411183547-CUSTOMER@OKBANK,,1475.53,1462679.07
1297,07/07/26,UPI_DIRECT_CREDIT,UPI-48813549843-CUSTOMER@OKBANK,,786.9,1463465.97
1298,07/07/26,UPI_DIRECT_CREDIT,UPI-52663503508-CUSTOMER@OKBANK,,774.67,1464240.64
1299,07/07/26,UPI_DIRECT_CREDIT,UPI-38548220287-CUSTOMER@OKBANK,,893.47,1465134.11
1300,07/07/26,UPI_DIRECT_CREDIT,UPI-45785344041-CUSTOMER@OKBANK,,981.27,1466115.38
1301,07/07/26,UPI_DIRECT_CREDIT,UPI-65647652359-CUSTOMER@OKBANK,,2412.13,1468527.51
1302,07/07/26,UPI_DIRECT_CREDIT,UPI-46590011172-CUSTOMER@OKBANK,,412.09,1468939.6
1303,07/07/26,UPI_DIRECT_CREDIT,UPI-83789498727-CUSTOMER@OKBANK,,1034.18,1469973.78
1304,07/07/26,UPI_DIRECT_CREDIT,UPI-71445931834-CUSTOMER@OKBANK,,361.56,1470335.34
1305,07/07/26,UPI_DIRECT_CREDIT,UPI-16215374572-CUSTOMER@OKBANK,,555.67,1470891.01
1306,07/07/26,UPI_DIRECT_CREDIT,UPI-97078552214-CUSTOMER@OKBANK,,846.96,1471737.97
1307,07/07/26,UPI_DIRECT_CREDIT,UPI-58989299908-CUSTOMER@OKBANK,,1027.57,1472765.54
1308,07/07/26,UPI_DIRECT_CREDIT,UPI-73485251511-CUSTOMER@OKBANK,,158.31,1472923.85
1309,07/07/26,UPI_DIRECT_CREDIT,UPI-63095032476-CUSTOMER@OKBANK,,340.34,1473264.19
1310,07/07/26,UPI_DIRECT_CREDIT,UPI-61319806303-CUSTOMER@OKBANK,,319.43,1473583.62
1311,07/07/26,UPI_DIRECT_CREDIT,UPI-63115645580-CUSTOMER@OKBANK,,1875.67,1475459.29
1312,07/07/26,UPI_DIRECT_CREDIT,UPI-34634535947-CUSTOMER@OKBANK,,100.49,1475559.78
1313,07/07/26,UPI_DIRECT_CREDIT,UPI-47688185477-CUSTOMER@OKBANK,,532.19,1476091.97
1314,07/07/26,UPI_DIRECT_CREDIT,UPI-37879492545-CUSTOMER@OKBANK,,1940.19,1478032.16
1315,07/07/26,UPI_DIRECT_CREDIT,UPI-83293355246-CUSTOMER@OKBANK,,1668.47,1479700.63
1316,07/07/26,UPI_DIRECT_CREDIT,UPI-98906764728-CUSTOMER@OKBANK,,2347.32,1482047.95
1317,07/07/26,UPI_DIRECT_CREDIT,UPI-30581765355-CUSTOMER@OKBANK,,59.66,1482107.61
1318,07/07/26,UPI_DIRECT_CREDIT,UPI-71714003551-CUSTOMER@OKBANK,,1513.52,1483621.13
1319,07/07/26,UPI_DIRECT_CREDIT,UPI-48937091641-CUSTOMER@OKBANK,,242.87,1483864.0
1320,07/07/26,UPI_DIRECT_CREDIT,UPI-69138111453-CUSTOMER@OKBANK,,730.16,1484594.16
1321,07/07/26,UPI_DIRECT_CREDIT,UPI-70448078471-CUSTOMER@OKBANK,,2553.05,1487147.21
1322,07/07/26,UPI_DIRECT_CREDIT,UPI-90057305316-CUSTOMER@OKBANK,,1118.17,1488265.38
1323,07/07/26,NEFT_VENDOR_DEBIT,NEFT DR-VENDOR232-NETBANK,15425.3,,1472840.08
1324,07/07/26,NEFT_VENDOR_DEBIT,NEFT DR-VENDOR989-NETBANK,8822.58,,1464017.5
1325,07/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER256-NETBANK,25000.0,,1439017.5
1326,07/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER268-NETBANK,15000.0,,1424017.5
1327,07/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER430-NETBANK,12000.0,,1412017.5
1328,08/07/26,CARD_TERMINAL_SETTLEMENT,TERMINAL 1 CARDS SETTL. 08/07/26,,16158.75,1428176.25
1329,08/07/26,RAZORPAY_PAYOUT_BATCH,RAZORPAY PAYOUT UPI-BATCH 08/07/26,,76904.37,1505080.62
1330,08/07/26,UPI_DIRECT_CREDIT,UPI-98057881149-CUSTOMER@OKBANK,,88.87,1505169.49
1331,08/07/26,UPI_DIRECT_CREDIT,UPI-95478442954-CUSTOMER@OKBANK,,1162.13,1506331.62
1332,08/07/26,UPI_DIRECT_CREDIT,UPI-14643816804-CUSTOMER@OKBANK,,107.25,1506438.87
1333,08/07/26,UPI_DIRECT_CREDIT,UPI-90603475139-CUSTOMER@OKBANK,,285.03,1506723.9
1334,08/07/26,UPI_DIRECT_CREDIT,UPI-50997943108-CUSTOMER@OKBANK,,1746.66,1508470.56
1335,08/07/26,UPI_DIRECT_CREDIT,UPI-50398859778-CUSTOMER@OKBANK,,1316.29,1509786.85
1336,08/07/26,UPI_DIRECT_CREDIT,UPI-72209384915-CUSTOMER@OKBANK,,713.17,1510500.02
1337,08/07/26,UPI_DIRECT_CREDIT,UPI-28892343988-CUSTOMER@OKBANK,,1431.39,1511931.41
1338,08/07/26,UPI_DIRECT_CREDIT,UPI-24888386313-CUSTOMER@OKBANK,,230.35,1512161.76
1339,08/07/26,UPI_DIRECT_CREDIT,UPI-65600004745-CUSTOMER@OKBANK,,448.75,1512610.51
1340,08/07/26,UPI_DIRECT_CREDIT,UPI-56443533703-CUSTOMER@OKBANK,,260.47,1512870.98
1341,08/07/26,UPI_DIRECT_CREDIT,UPI-72340268491-CUSTOMER@OKBANK,,280.72,1513151.7
1342,08/07/26,UPI_DIRECT_CREDIT,UPI-72300409580-CUSTOMER@OKBANK,,485.12,1513636.82
1343,08/07/26,UPI_DIRECT_CREDIT,UPI-75632925700-CUSTOMER@OKBANK,,290.31,1513927.13
1344,08/07/26,UPI_DIRECT_CREDIT,UPI-12305069227-CUSTOMER@OKBANK,,805.71,1514732.84
1345,08/07/26,UPI_DIRECT_CREDIT,UPI-58976603325-CUSTOMER@OKBANK,,2400.17,1517133.01
1346,08/07/26,UPI_DIRECT_CREDIT,UPI-51030780053-CUSTOMER@OKBANK,,330.69,1517463.7
1347,08/07/26,UPI_DIRECT_CREDIT,UPI-25509312213-CUSTOMER@OKBANK,,602.55,1518066.25
1348,08/07/26,UPI_DIRECT_CREDIT,UPI-36389427366-CUSTOMER@OKBANK,,358.01,1518424.26
1349,08/07/26,UPI_DIRECT_CREDIT,UPI-80754192378-CUSTOMER@OKBANK,,184.32,1518608.58
1350,08/07/26,UPI_DIRECT_CREDIT,UPI-95604576882-CUSTOMER@OKBANK,,663.76,1519272.34
1351,08/07/26,UPI_DIRECT_CREDIT,UPI-55499700933-CUSTOMER@OKBANK,,535.77,1519808.11
1352,08/07/26,UPI_DIRECT_CREDIT,UPI-75712100125-CUSTOMER@OKBANK,,1732.74,1521540.85
1353,08/07/26,UPI_DIRECT_CREDIT,UPI-51161687268-CUSTOMER@OKBANK,,521.01,1522061.86
1354,08/07/26,UPI_DIRECT_CREDIT,UPI-76988216712-CUSTOMER@OKBANK,,240.86,1522302.72
1355,08/07/26,UPI_DIRECT_CREDIT,UPI-42545691911-CUSTOMER@OKBANK,,2552.5,1524855.22
1356,08/07/26,UPI_DIRECT_CREDIT,UPI-94701835321-CUSTOMER@OKBANK,,1189.87,1526045.09
1357,08/07/26,UPI_DIRECT_CREDIT,UPI-87445005639-CUSTOMER@OKBANK,,234.41,1526279.5
1358,08/07/26,UPI_DIRECT_CREDIT,UPI-28978516869-CUSTOMER@OKBANK,,365.94,1526645.44
1359,08/07/26,UPI_DIRECT_CREDIT,UPI-78378116818-CUSTOMER@OKBANK,,1753.09,1528398.53
1360,08/07/26,UPI_DIRECT_CREDIT,UPI-37997531206-CUSTOMER@OKBANK,,262.99,1528661.52
1361,08/07/26,UPI_DIRECT_CREDIT,UPI-70873354999-CUSTOMER@OKBANK,,898.87,1529560.39
1362,08/07/26,UPI_DIRECT_CREDIT,UPI-98823127238-CUSTOMER@OKBANK,,1502.29,1531062.68
1363,08/07/26,UPI_DIRECT_CREDIT,UPI-84212767372-CUSTOMER@OKBANK,,242.86,1531305.54
1364,08/07/26,UPI_DIRECT_CREDIT,UPI-38797330249-CUSTOMER@OKBANK,,864.89,1532170.43
1365,08/07/26,UPI_DIRECT_CREDIT,UPI-49829196840-CUSTOMER@OKBANK,,1715.67,1533886.1
1366,08/07/26,UPI_DIRECT_CREDIT,UPI-60759544695-CUSTOMER@OKBANK,,705.97,1534592.07
1367,08/07/26,UPI_DIRECT_CREDIT,UPI-57584069091-CUSTOMER@OKBANK,,782.77,1535374.84
1368,08/07/26,UPI_DIRECT_CREDIT,UPI-46672912930-CUSTOMER@OKBANK,,277.89,1535652.73
1369,08/07/26,UPI_DIRECT_CREDIT,UPI-90491513831-CUSTOMER@OKBANK,,1133.36,1536786.09
1370,08/07/26,UPI_DIRECT_CREDIT,UPI-42804722148-CUSTOMER@OKBANK,,78.63,1536864.72
1371,08/07/26,UPI_DIRECT_CREDIT,UPI-10590416424-CUSTOMER@OKBANK,,24.27,1536888.99
1372,08/07/26,NEFT_VENDOR_DEBIT,NEFT DR-VENDOR999-NETBANK,8316.08,,1528572.91
1373,08/07/26,NEFT_VENDOR_DEBIT,NEFT DR-VENDOR766-NETBANK,9671.28,,1518901.63
1374,08/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER392-NETBANK,15000.0,,1503901.63
1375,08/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER160-NETBANK,50000.0,,1453901.63
1376,08/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER767-NETBANK,10000.0,,1443901.63
1377,08/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER337-NETBANK,25000.0,,1418901.63
1378,08/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER856-NETBANK,25000.0,,1393901.63
1379,08/07/26,MDR_RECOVERY_CHARGE,MDR RCVRY-08/07/26,300.24,,1393601.39
1380,09/07/26,CARD_TERMINAL_SETTLEMENT,TERMINAL 1 CARDS SETTL. 09/07/26,,29621.77,1423223.16
1381,09/07/26,RAZORPAY_PAYOUT_BATCH,RAZORPAY PAYOUT UPI-BATCH 09/07/26,,84383.42,1507606.58
1382,09/07/26,UPI_DIRECT_CREDIT,UPI-18060550550-CUSTOMER@OKBANK,,861.97,1508468.55
1383,09/07/26,UPI_DIRECT_CREDIT,UPI-71351725126-CUSTOMER@OKBANK,,640.78,1509109.33
1384,09/07/26,UPI_DIRECT_CREDIT,UPI-82374750478-CUSTOMER@OKBANK,,296.83,1509406.16
1385,09/07/26,UPI_DIRECT_CREDIT,UPI-73269675334-CUSTOMER@OKBANK,,145.19,1509551.35
1386,09/07/26,UPI_DIRECT_CREDIT,UPI-52051026936-CUSTOMER@OKBANK,,731.16,1510282.51
1387,09/07/26,UPI_DIRECT_CREDIT,UPI-65392376891-CUSTOMER@OKBANK,,1198.34,1511480.85
1388,09/07/26,UPI_DIRECT_CREDIT,UPI-31884512384-CUSTOMER@OKBANK,,1047.45,1512528.3
1389,09/07/26,UPI_DIRECT_CREDIT,UPI-62659671787-CUSTOMER@OKBANK,,294.67,1512822.97
1390,09/07/26,UPI_DIRECT_CREDIT,UPI-12460489491-CUSTOMER@OKBANK,,752.25,1513575.22
1391,09/07/26,UPI_DIRECT_CREDIT,UPI-70637314002-CUSTOMER@OKBANK,,1301.71,1514876.93
1392,09/07/26,UPI_DIRECT_CREDIT,UPI-51961147800-CUSTOMER@OKBANK,,1754.28,1516631.21
1393,09/07/26,UPI_DIRECT_CREDIT,UPI-42704567272-CUSTOMER@OKBANK,,683.23,1517314.44
1394,09/07/26,UPI_DIRECT_CREDIT,UPI-95851405329-CUSTOMER@OKBANK,,1160.42,1518474.86
1395,09/07/26,UPI_DIRECT_CREDIT,UPI-39315743866-CUSTOMER@OKBANK,,2451.75,1520926.61
1396,09/07/26,UPI_DIRECT_CREDIT,UPI-72386576041-CUSTOMER@OKBANK,,230.7,1521157.31
1397,09/07/26,UPI_DIRECT_CREDIT,UPI-37940854175-CUSTOMER@OKBANK,,162.7,1521320.01
1398,09/07/26,UPI_DIRECT_CREDIT,UPI-24782592627-CUSTOMER@OKBANK,,1457.8,1522777.81
1399,09/07/26,UPI_DIRECT_CREDIT,UPI-70368496114-CUSTOMER@OKBANK,,1731.01,1524508.82
1400,09/07/26,UPI_DIRECT_CREDIT,UPI-52120380726-CUSTOMER@OKBANK,,1858.65,1526367.47
1401,09/07/26,UPI_DIRECT_CREDIT,UPI-88245290322-CUSTOMER@OKBANK,,2287.97,1528655.44
1402,09/07/26,UPI_DIRECT_CREDIT,UPI-18564695906-CUSTOMER@OKBANK,,2090.65,1530746.09
1403,09/07/26,UPI_DIRECT_CREDIT,UPI-67067620049-CUSTOMER@OKBANK,,280.96,1531027.05
1404,09/07/26,UPI_DIRECT_CREDIT,UPI-59050081052-CUSTOMER@OKBANK,,1990.59,1533017.64
1405,09/07/26,UPI_DIRECT_CREDIT,UPI-20203319895-CUSTOMER@OKBANK,,529.49,1533547.13
1406,09/07/26,UPI_DIRECT_CREDIT,UPI-60939543000-CUSTOMER@OKBANK,,1816.81,1535363.94
1407,09/07/26,UPI_DIRECT_CREDIT,UPI-71411001438-CUSTOMER@OKBANK,,43.52,1535407.46
1408,09/07/26,UPI_DIRECT_CREDIT,UPI-71192598259-CUSTOMER@OKBANK,,204.99,1535612.45
1409,09/07/26,UPI_DIRECT_CREDIT,UPI-26172656126-CUSTOMER@OKBANK,,2493.6,1538106.05
1410,09/07/26,UPI_DIRECT_CREDIT,UPI-36803457636-CUSTOMER@OKBANK,,18.38,1538124.43
1411,09/07/26,UPI_DIRECT_CREDIT,UPI-40273834280-CUSTOMER@OKBANK,,1658.95,1539783.38
1412,09/07/26,UPI_DIRECT_CREDIT,UPI-17628135172-CUSTOMER@OKBANK,,224.5,1540007.88
1413,09/07/26,UPI_DIRECT_CREDIT,UPI-55424048027-CUSTOMER@OKBANK,,1298.07,1541305.95
1414,09/07/26,UPI_DIRECT_CREDIT,UPI-81555067495-CUSTOMER@OKBANK,,177.05,1541483.0
1415,09/07/26,UPI_DIRECT_CREDIT,UPI-35390032737-CUSTOMER@OKBANK,,1003.63,1542486.63
1416,09/07/26,UPI_DIRECT_CREDIT,UPI-99943428764-CUSTOMER@OKBANK,,556.32,1543042.95
1417,09/07/26,UPI_DIRECT_CREDIT,UPI-28933329006-CUSTOMER@OKBANK,,771.48,1543814.43
1418,09/07/26,UPI_DIRECT_CREDIT,UPI-43712662607-CUSTOMER@OKBANK,,96.27,1543910.7
1419,09/07/26,UPI_DIRECT_CREDIT,UPI-68250004125-CUSTOMER@OKBANK,,96.51,1544007.21
1420,09/07/26,UPI_DIRECT_CREDIT,UPI-36865001734-CUSTOMER@OKBANK,,290.63,1544297.84
1421,09/07/26,UPI_DIRECT_CREDIT,UPI-83411573859-CUSTOMER@OKBANK,,347.44,1544645.28
1422,09/07/26,UPI_DIRECT_CREDIT,UPI-94202702601-CUSTOMER@OKBANK,,1356.38,1546001.66
1423,09/07/26,UPI_DIRECT_CREDIT,UPI-38170048318-CUSTOMER@OKBANK,,2267.91,1548269.57
1424,09/07/26,UPI_DIRECT_CREDIT,UPI-26069513648-CUSTOMER@OKBANK,,148.5,1548418.07
1425,09/07/26,UPI_DIRECT_CREDIT,UPI-62417984820-CUSTOMER@OKBANK,,2454.55,1550872.62
1426,09/07/26,UPI_DIRECT_CREDIT,UPI-85016974517-CUSTOMER@OKBANK,,631.25,1551503.87
1427,09/07/26,UPI_DIRECT_CREDIT,UPI-24886374138-CUSTOMER@OKBANK,,485.05,1551988.92
1428,09/07/26,UPI_DIRECT_CREDIT,UPI-39696823387-CUSTOMER@OKBANK,,733.45,1552722.37
1429,09/07/26,UPI_DIRECT_CREDIT,UPI-30363523915-CUSTOMER@OKBANK,,116.88,1552839.25
1430,09/07/26,UPI_DIRECT_CREDIT,UPI-50448189826-CUSTOMER@OKBANK,,1892.85,1554732.1
1431,09/07/26,UPI_DIRECT_CREDIT,UPI-85158927555-CUSTOMER@OKBANK,,53.35,1554785.45
1432,09/07/26,NEFT_VENDOR_DEBIT,NEFT DR-VENDOR941-NETBANK,5369.34,,1549416.11
1433,09/07/26,NEFT_VENDOR_DEBIT,NEFT DR-VENDOR840-NETBANK,9925.84,,1539490.27
1434,09/07/26,NEFT_VENDOR_DEBIT,NEFT DR-VENDOR602-NETBANK,12941.38,,1526548.89
1435,09/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER243-NETBANK,12000.0,,1514548.89
1436,09/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER659-NETBANK,50000.0,,1464548.89
1437,09/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER288-NETBANK,20000.0,,1444548.89
1438,09/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER757-NETBANK,25000.0,,1419548.89
1439,09/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER636-NETBANK,10000.0,,1409548.89
1440,09/07/26,MDR_RECOVERY_CHARGE,MDR RCVRY-09/07/26,272.17,,1409276.72
1441,10/07/26,CARD_TERMINAL_SETTLEMENT,TERMINAL 1 CARDS SETTL. 10/07/26,,30247.36,1439524.08
1442,10/07/26,UPI_DIRECT_CREDIT,UPI-35809066065-CUSTOMER@OKBANK,,49.01,1439573.09
1443,10/07/26,UPI_DIRECT_CREDIT,UPI-95615464548-CUSTOMER@OKBANK,,1950.32,1441523.41
1444,10/07/26,UPI_DIRECT_CREDIT,UPI-68203865895-CUSTOMER@OKBANK,,926.74,1442450.15
1445,10/07/26,UPI_DIRECT_CREDIT,UPI-78793103630-CUSTOMER@OKBANK,,617.65,1443067.8
1446,10/07/26,UPI_DIRECT_CREDIT,UPI-79133141743-CUSTOMER@OKBANK,,245.63,1443313.43
1447,10/07/26,UPI_DIRECT_CREDIT,UPI-20294591749-CUSTOMER@OKBANK,,415.16,1443728.59
1448,10/07/26,UPI_DIRECT_CREDIT,UPI-49624755199-CUSTOMER@OKBANK,,1860.5,1445589.09
1449,10/07/26,UPI_DIRECT_CREDIT,UPI-17557363691-CUSTOMER@OKBANK,,2011.35,1447600.44
1450,10/07/26,UPI_DIRECT_CREDIT,UPI-12734812163-CUSTOMER@OKBANK,,36.21,1447636.65
1451,10/07/26,UPI_DIRECT_CREDIT,UPI-56318543554-CUSTOMER@OKBANK,,2337.06,1449973.71
1452,10/07/26,UPI_DIRECT_CREDIT,UPI-18242696002-CUSTOMER@OKBANK,,1062.12,1451035.83
1453,10/07/26,UPI_DIRECT_CREDIT,UPI-46401996554-CUSTOMER@OKBANK,,2076.89,1453112.72
1454,10/07/26,UPI_DIRECT_CREDIT,UPI-31616148575-CUSTOMER@OKBANK,,2473.49,1455586.21
1455,10/07/26,UPI_DIRECT_CREDIT,UPI-65065356467-CUSTOMER@OKBANK,,2534.5,1458120.71
1456,10/07/26,UPI_DIRECT_CREDIT,UPI-86864992888-CUSTOMER@OKBANK,,1858.73,1459979.44
1457,10/07/26,UPI_DIRECT_CREDIT,UPI-21700193447-CUSTOMER@OKBANK,,1137.92,1461117.36
1458,10/07/26,UPI_DIRECT_CREDIT,UPI-53276168848-CUSTOMER@OKBANK,,884.59,1462001.95
1459,10/07/26,UPI_DIRECT_CREDIT,UPI-96026587167-CUSTOMER@OKBANK,,668.32,1462670.27
1460,10/07/26,UPI_DIRECT_CREDIT,UPI-67447021515-CUSTOMER@OKBANK,,895.55,1463565.82
1461,10/07/26,UPI_DIRECT_CREDIT,UPI-18905643397-CUSTOMER@OKBANK,,1546.12,1465111.94
1462,10/07/26,UPI_DIRECT_CREDIT,UPI-64716402846-CUSTOMER@OKBANK,,86.98,1465198.92
1463,10/07/26,UPI_DIRECT_CREDIT,UPI-59154766265-CUSTOMER@OKBANK,,363.93,1465562.85
1464,10/07/26,UPI_DIRECT_CREDIT,UPI-84942212945-CUSTOMER@OKBANK,,361.34,1465924.19
1465,10/07/26,UPI_DIRECT_CREDIT,UPI-20970290540-CUSTOMER@OKBANK,,544.83,1466469.02
1466,10/07/26,UPI_DIRECT_CREDIT,UPI-67088049692-CUSTOMER@OKBANK,,182.71,1466651.73
1467,10/07/26,UPI_DIRECT_CREDIT,UPI-81176028069-CUSTOMER@OKBANK,,121.85,1466773.58
